@_id,OrphaCode,Name/#text,DisorderType/Name/#text,DisorderGroup/Name/#text,DisorderGeneAssociationList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Symbol,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/GeneType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/Locus/GeneLocus,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationStatus/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/0/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/1/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/2/#text
18655,209341,DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy,Etiological subtype,Subtype of disorder,1,dynein cytoplasmic 1 heavy chain 1,DYNC1H1,5.0,gene with protein product,6.0,Ensembl,ENSG00000197102,Genatlas,DYNC1H1,HGNC,OMIM,2961,600112,Q14204,Q14204,Reactome,SwissProt,1.0,14q32.31,Disease-causing germline mutation(s) in,Assessed,CMT2O,DHC1,Dnchc1
18683,210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Disease,Disorder,1,interleukin 1 receptor antagonist,IL1RN,8.0,gene with protein product,6.0,Ensembl,ENSG00000136689,Genatlas,IL1RN,HGNC,OMIM,6000,147679,P18510,P18510,Reactome,SwissProt,1.0,2q14.1,Disease-causing germline mutation(s) in,Assessed,ICIL-1RA,IL-1RN,IL1F3
18685,210128,Urocanic aciduria,Disease,Disorder,1,urocanate hydratase 1,UROC1,3.0,gene with protein product,6.0,HGNC,26444,OMIM,613012,Reactome,SwissProt,Q96N76,Q96N76,ENSG00000159650,UROC1,Ensembl,Genatlas,1.0,3q21.3,Disease-causing germline mutation(s) in,Assessed,FLJ31300,HMFN0320,urocanase 1
18676,209967,Episodic ataxia type 6,Disease,Disorder,1,solute carrier family 1 member 3,SLC1A3,4.0,gene with protein product,6.0,Reactome,P43003,SwissProt,P43003,Ensembl,Genatlas,ENSG00000079215,SLC1A3,10941,600111,HGNC,OMIM,1.0,5p13.2,Disease-causing germline mutation(s) in,Assessed,EA6,EAAT1,GLAST
18667,209908,Childhood apraxia of speech,Disease,Disorder,1,forkhead box P2,FOXP2,5.0,gene with protein product,6.0,Ensembl,ENSG00000128573,Genatlas,FOXP2,HGNC,OMIM,13875,605317,O15409,O15409,SwissProt,Reactome,1.0,7q31.1,Disease-causing germline mutation(s) in,Assessed,CAG repeat protein 44,CAGH44,forkhead/winged-helix transcription factor
18695,210571,Dystonia 16,Disease,Disorder,1,protein activator of interferon induced protein kinase EIF2AK2,PRKRA,5.0,gene with protein product,6.0,Ensembl,ENSG00000180228,Genatlas,PRKRA,HGNC,OMIM,9438,603424,O75569,O75569,Reactome,SwissProt,1.0,2q31.2,Disease-causing germline mutation(s) in,Assessed,DYT16,HSD14,PACT
18691,210163,"Congenital lethal myopathy, Compton-North type",Disease,Disorder,1,contactin 1,CNTN1,3.0,gene with protein product,6.0,Ensembl,ENSG00000018236,Genatlas,CNTN1,HGNC,OMIM,2171,600016,Q12860,Q12860,Reactome,SwissProt,1.0,12q12,Disease-causing germline mutation(s) in,Assessed,F3,GP135,glycoprotein gP135
18689,210144,"Lethal polymalformative syndrome, Boissel type",Malformation syndrome,Disorder,1,FTO alpha-ketoglutarate dependent dioxygenase,FTO,5.0,gene with protein product,6.0,Reactome,Q9C0B1,Ensembl,ENSG00000140718,Genatlas,HGNC,FTO,24678,610966,Q9C0B1,OMIM,SwissProt,1.0,16q12.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,ALKBH9,AlkB homolog 9,KIAA1752
3552,220,Denys-Drash syndrome,Disease,Disorder,1,WT1 transcription factor,WT1,4.0,gene with protein product,6.0,Ensembl,ENSG00000184937,Genatlas,WT1,HGNC,OMIM,12796,607102,P19544,P19544,SwissProt,Reactome,1.0,11p13,Disease-causing germline mutation(s) in,Assessed,AWT1,NPHS4,WAGR
3555,5,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,Disease,Disorder,1,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,HADHA,8.0,gene with protein product,6.0,Ensembl,ENSG00000084754,Genatlas,HADHA,HGNC,OMIM,4801,600890,P40939,P40939,Reactome,SwissProt,1.0,2p23.3,Disease-causing germline mutation(s) in,Assessed,GBP,LCEH,LCHAD
3570,42,Medium chain acyl-CoA dehydrogenase deficiency,Disease,Disorder,1,acyl-CoA dehydrogenase medium chain,ACADM,4.0,gene with protein product,6.0,Ensembl,ENSG00000117054,Genatlas,ACADM,HGNC,OMIM,89,607008,P11310,P11310,Reactome,SwissProt,1.0,1p31.1,Disease-causing germline mutation(s) in,Assessed,ACAD1,MCAD,MCADH
3577,2066,Gamma-aminobutyric acid transaminase deficiency,Disease,Disorder,1,4-aminobutyrate aminotransferase,ABAT,5.0,gene with protein product,7.0,Ensembl,ENSG00000183044,Genatlas,ABAT,HGNC,IUPHAR,23,2464,137150,P80404,OMIM,Reactome,1.0,16p13.2,Disease-causing germline mutation(s) in,Assessed,4-aminobutyrate transaminase,GABA transaminase,GABA-T
18796,216866,Classic pantothenate kinase-associated neurodegeneration,Clinical subtype,Subtype of disorder,1,pantothenate kinase 2,PANK2,5.0,gene with protein product,6.0,OMIM,606157,Reactome,Q9BZ23,SwissProt,Ensembl,Q9BZ23,ENSG00000125779,PANK2,15894,Genatlas,HGNC,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,FLJ11729,HARP,HSS
18797,216873,Atypical pantothenate kinase-associated neurodegeneration,Clinical subtype,Subtype of disorder,1,pantothenate kinase 2,PANK2,5.0,gene with protein product,6.0,OMIM,606157,Reactome,Q9BZ23,SwissProt,Ensembl,Q9BZ23,ENSG00000125779,PANK2,15894,Genatlas,HGNC,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,FLJ11729,HARP,HSS
3395,1451,CINCA syndrome,Disease,Disorder,1,NLR family pyrin domain containing 3,NLRP3,11.0,gene with protein product,6.0,Ensembl,ENSG00000162711,Genatlas,NLRP3,HGNC,OMIM,16400,606416,Q96P20,Q96P20,Reactome,SwissProt,1.0,1q44,Disease-causing germline mutation(s) in,Assessed,AGTAVPRL,AII,AVP
18818,217059,Isolated congenital digital clubbing,Morphological anomaly,Disorder,1,15-hydroxyprostaglandin dehydrogenase,HPGD,3.0,gene with protein product,6.0,OMIM,601688,Reactome,P15428,SwissProt,Ensembl,P15428,ENSG00000164120,HPGD,5154,Genatlas,HGNC,1.0,4q34.1,Disease-causing germline mutation(s) in,Assessed,15-hydroxyprostaglandin dehydrogenase (NAD(+)),SDR36C1,"short chain dehydrogenase/reductase family 36C, member 1"
3409,1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,Disease,Disorder,1,ATPase Na+/K+ transporting subunit alpha 3,ATP1A3,3.0,gene with protein product,6.0,Ensembl,ENSG00000105409,Genatlas,ATP1A3,HGNC,OMIM,801,182350,P13637,P13637,Reactome,SwissProt,1.0,19q13.2,Disease-causing germline mutation(s) (gain of function) in,Assessed,sodium pump subunit alpha-3,sodium-potassium ATPase catalytic subunit alpha-3,sodium/potassium-transporting ATPase subunit alpha-3
18863,217566,Chronic respiratory distress with surfactant metabolism deficiency,Disease,Disorder,1,surfactant protein C,SFTPC,5.0,gene with protein product,6.0,Ensembl,ENSG00000168484,Genatlas,SFTPC,HGNC,OMIM,10802,178620,P11686,P11686,Reactome,SwissProt,1.0,8p21.3,Disease-causing germline mutation(s) in,Assessed,BRICD6,BRICHOS domain containing 6,PSP-C
18856,217407,Hereditary hypotrichosis with recurrent skin vesicles,Disease,Disorder,1,desmocollin 3,DSC3,4.0,gene with protein product,6.0,Ensembl,ENSG00000134762,Genatlas,DSC3,HGNC,OMIM,3037,600271,Q14574,Q14574,SwissProt,Reactome,1.0,18q12.1,Disease-causing germline mutation(s) in,Assessed,CDHF3,DSC,DSC1
18859,217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency,Disease,Disorder,1,histidine rich glycoprotein,HRG,4.0,gene with protein product,6.0,Ensembl,ENSG00000113905,Genatlas,HRG,HGNC,OMIM,5181,142640,P04196,P04196,Reactome,SwissProt,1.0,3q27.3,Disease-causing germline mutation(s) in,Assessed,HPRG,HRGP,histidine-proline rich glycoprotein
18853,217390,Combined immunodeficiency due to DOCK8 deficiency,Disease,Disorder,1,dedicator of cytokinesis 8,DOCK8,4.0,gene with protein product,6.0,Ensembl,ENSG00000107099,Genatlas,DOCK8,HGNC,OMIM,19191,611432,Q8NF50,Q8NF50,Reactome,SwissProt,1.0,9p24.3,Disease-causing germline mutation(s) in,Assessed,FLJ00026,FLJ00152,FLJ00346
18854,217396,Progressive polyneuropathy with bilateral striatal necrosis,Disease,Disorder,1,solute carrier family 25 member 19,SLC25A19,3.0,gene with protein product,6.0,Genatlas,SLC25A19,HGNC,14409,OMIM,SwissProt,606521,Q9HC21,ENSG00000125454,Q9HC21,Ensembl,Reactome,1.0,17q25.1,Disease-causing germline mutation(s) in,Assessed,DNC,MUP1,TPC
3343,159,Carnitine-acylcarnitine translocase deficiency,Disease,Disorder,1,solute carrier family 25 member 20,SLC25A20,3.0,gene with protein product,6.0,Ensembl,ENSG00000178537,Genatlas,SLC25A20,HGNC,OMIM,1421,613698,O43772,O43772,Reactome,SwissProt,1.0,3p21.31,Disease-causing germline mutation(s) in,Assessed,CAC,carnitine-acylcarnitine carrier,carnitine/acylcarnitine translocase
3335,79,Congenital alpha2-antiplasmin deficiency,Disease,Disorder,1,serpin family F member 2,SERPINF2,6.0,gene with protein product,6.0,Ensembl,ENSG00000167711,Genatlas,SERPINF2,HGNC,OMIM,9075,613168,P08697,P08697,Reactome,SwissProt,1.0,17p13.3,Disease-causing germline mutation(s) in,Assessed,A2AP,AAP,ALPHA-2-PI
3359,332,Congenital intrinsic factor deficiency,Disease,Disorder,1,cobalamin binding intrinsic factor,CBLIF,4.0,gene with protein product,6.0,OMIM,609342,Reactome,P27352,SwissProt,Ensembl,P27352,ENSG00000134812,GIF,4268,Genatlas,HGNC,1.0,11q12.1,Disease-causing germline mutation(s) in,Assessed,IF,IFMH,INF
3349,414,Gyrate atrophy of choroid and retina,Disease,Disorder,1,ornithine aminotransferase,OAT,4.0,gene with protein product,6.0,Ensembl,ENSG00000065154,Genatlas,OAT,HGNC,OMIM,8091,613349,P04181,P04181,Reactome,SwissProt,1.0,10q26.13,Disease-causing germline mutation(s) in,Assessed,HOGA,Ornithine aminotransferase,gyrate atrophy
3370,927,Hyperammonemia due to N-acetylglutamate synthase deficiency,Disease,Disorder,1,N-acetylglutamate synthase,NAGS,3.0,gene with protein product,6.0,SwissProt,Q8N159,Ensembl,ENSG00000161653,Genatlas,HGNC,NAGS,17996,608300,Q8N159,OMIM,Reactome,1.0,17q21.31,Disease-causing germline mutation(s) in,Assessed,AGAS,ARGA,NAT7
3363,2843,Pentosuria,Disease,Disorder,1,dicarbonyl and L-xylulose reductase,DCXR,4.0,gene with protein product,6.0,Ensembl,ENSG00000169738,Genatlas,DCXR,HGNC,OMIM,18985,608347,Q7Z4W1,Q7Z4W1,Reactome,SwissProt,1.0,17q25.3,Disease-causing germline mutation(s) in,Assessed,DCR,KIDCR,SDR20C1
3391,1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,Clinical subtype,Subtype of disorder,1,pterin-4 alpha-carbinolamine dehydratase 1,PCBD1,4.0,gene with protein product,6.0,OMIM,126090,Reactome,P61457,SwissProt,Ensembl,P61457,ENSG00000166228,PCBD1,8646,Genatlas,HGNC,1.0,10q22.1,Disease-causing germline mutation(s) in,Assessed,PCD,Pterin-4a-carbinolamine dehydratase (dimerization cofactor of hepatic nuclear factor 1-alpha),dimerizing cofactor for HNF1
19062,228003,Severe combined immunodeficiency due to CORO1A deficiency,Disease,Disorder,1,coronin 1A,CORO1A,4.0,gene with protein product,6.0,Reactome,P31146,Ensembl,ENSG00000102879,Genatlas,HGNC,CORO1A,2252,605000,P31146,OMIM,SwissProt,1.0,16p11.2,Disease-causing germline mutation(s) in,Assessed,Clabp TACO,HCORO1,coronin-1
19061,228000,Idiopathic CD4 lymphocytopenia,Biological anomaly,Disorder,1,unc-119 lipid binding chaperone,UNC119,4.0,gene with protein product,6.0,Ensembl,ENSG00000109103,Genatlas,UNC119,HGNC,OMIM,12565,604011,Q13432,Q13432,SwissProt,Reactome,1.0,17q11.2,Disease-causing germline mutation(s) in,Assessed,HRG4,POC7,POC7 centriolar protein homolog A (Chlamydomonas)
3762,842,Testicular seminomatous germ cell tumor,Disease,Disorder,1,"KIT proto-oncogene, receptor tyrosine kinase",KIT,4.0,gene with protein product,7.0,Ensembl,ENSG00000157404,Genatlas,KIT,HGNC,IUPHAR,6342,1805,164920,P10721,OMIM,Reactome,1.0,4q12,Disease-causing somatic mutation(s) in,Assessed,C-Kit,CD117,SCFR
3747,543,Burkitt lymphoma,Disease,Disorder,1,"MYC proto-oncogene, bHLH transcription factor",MYC,3.0,gene with protein product,6.0,Ensembl,ENSG00000136997,Genatlas,MYC,HGNC,OMIM,7553,190080,P01106,P01106,Reactome,SwissProt,1.0,8q24.21,Part of a fusion gene in,Assessed,MYCC,bHLHe39,c-Myc
19053,227510,"Multiple system atrophy, cerebellar type",Clinical subtype,Subtype of disorder,1,"coenzyme Q2, polyprenyltransferase",COQ2,3.0,gene with protein product,6.0,Ensembl,ENSG00000173085,Genatlas,COQ2,HGNC,OMIM,25223,609825,Q96H96,Q96H96,Reactome,SwissProt,1.0,4q21.23,Major susceptibility factor in,Assessed,4-hydroxybenzoate polyprenyltransferase,CL640,FLJ26072
3729,419,Hyperprolinemia type 1,Disease,Disorder,1,proline dehydrogenase 1,PRODH,6.0,gene with protein product,6.0,Ensembl,ENSG00000100033,Genatlas,PRODH,HGNC,OMIM,9453,606810,O43272,O43272,Reactome,SwissProt,1.0,22q11.21,Disease-causing germline mutation(s) in,Assessed,HSPOX2,PIG6,PRODH1
3731,1501,Adrenocortical carcinoma,Disease,Disorder,1,tumor protein p53,TP53,3.0,gene with protein product,6.0,Ensembl,ENSG00000141510,Genatlas,TP53,HGNC,OMIM,11998,191170,P04637,P04637,Reactome,SwissProt,1.0,17p13.1,Major susceptibility factor in,Assessed,LFS1,Li-Fraumeni syndrome,P53
19036,226316,Genetic transient congenital hypothyroidism,Disease,Disorder,1,dual oxidase 2,DUOX2,10.0,gene with protein product,6.0,Ensembl,ENSG00000140279,Genatlas,DUOX2,HGNC,OMIM,13273,606759,Q9NRD8,Q9NRD8,Reactome,SwissProt,1.0,15q21.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,LNOX2,NADH/NADPH thyroid oxidase p138-tox,NADPH oxidase/peroxidase DUOX2
3716,503,Larsen syndrome,Malformation syndrome,Disorder,1,filamin B,FLNB,6.0,gene with protein product,6.0,Ensembl,ENSG00000136068,Genatlas,FLNB,HGNC,OMIM,3755,603381,O75369,O75369,Reactome,SwissProt,1.0,3p14.3,Disease-causing germline mutation(s) in,Assessed,ABP-278,FH1,TABP
19128,228415,5q35 microduplication syndrome,Malformation syndrome,Disorder,1,nuclear receptor binding SET domain protein 1,NSD1,3.0,gene with protein product,6.0,Ensembl,ENSG00000165671,Genatlas,NSD1,HGNC,OMIM,14234,606681,Q96L73,Q96L73,Reactome,SwissProt,1.0,5q35.3,Role in the phenotype of,Assessed,ARA267,FLJ22263,KMT3B
19114,228363,CLN6 disease,Etiological subtype,Subtype of disorder,1,CLN6 transmembrane ER protein,CLN6,3.0,gene with protein product,6.0,Reactome,Q9NWW5,Ensembl,ENSG00000128973,Genatlas,HGNC,CLN6,2077,606725,Q9NWW5,OMIM,SwissProt,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,FLJ20561,HsT18960,nclf
19117,228374,Charcot-Marie-Tooth disease type 2B5,Disease,Disorder,1,neurofilament light,NEFL,6.0,gene with protein product,6.0,Ensembl,ENSG00000277586,Genatlas,NEFL,HGNC,OMIM,7739,162280,P07196,P07196,Reactome,SwissProt,1.0,8p21.2,Disease-causing germline mutation(s) in,Assessed,CMT1F,CMT2E,NF68
19107,228340,CLN4A disease,Etiological subtype,Subtype of disorder,1,CLN6 transmembrane ER protein,CLN6,3.0,gene with protein product,6.0,Reactome,Q9NWW5,Ensembl,ENSG00000128973,Genatlas,HGNC,CLN6,2077,606725,Q9NWW5,OMIM,SwissProt,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,FLJ20561,HsT18960,nclf
19105,228329,CLN1 disease,Etiological subtype,Subtype of disorder,1,palmitoyl-protein thioesterase 1,PPT1,3.0,gene with protein product,6.0,Ensembl,ENSG00000131238,Genatlas,PPT1,HGNC,OMIM,9325,600722,P50897,P50897,Reactome,SwissProt,1.0,1p34.2,Disease-causing germline mutation(s) in,Assessed,CLN1,INCL,"ceroid-lipofuscinosis, neuronal 1, infantile"
19108,228343,CLN4B disease,Etiological subtype,Subtype of disorder,1,DnaJ heat shock protein family (Hsp40) member C5,DNAJC5,3.0,gene with protein product,6.0,Ensembl,ENSG00000101152,Genatlas,DNAJC5,HGNC,OMIM,16235,611203,Q9H3Z4,Q9H3Z4,Reactome,SwissProt,1.0,20q13.33,Disease-causing germline mutation(s) in,Assessed,DNAJC5A,FLJ00118,FLJ13070
3656,3203,Overhydrated hereditary stomatocytosis,Disease,Disorder,1,Rh associated glycoprotein,RHAG,4.0,gene with protein product,6.0,OMIM,180297,Reactome,Q02094,SwissProt,Ensembl,Q02094,ENSG00000112077,RHAG,10006,Genatlas,HGNC,1.0,6p12.3,Disease-causing germline mutation(s) in,Assessed,Ammonium transporter Rh type A,CD241,RH50A
19077,228174,Autosomal dominant Charcot-Marie-Tooth disease type 2N,Disease,Disorder,1,alanyl-tRNA synthetase,AARS,3.0,gene with protein product,6.0,Ensembl,ENSG00000090861,Genatlas,AARS,HGNC,OMIM,20,601065,P49588,P49588,Reactome,SwissProt,1.0,16q22.1,Disease-causing germline mutation(s) in,Assessed,AlaRS,CMT2N,"alanine tRNA ligase 1, cytoplasmic"
19078,228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,Disease,Disorder,1,dynamin 2,DNM2,8.0,gene with protein product,6.0,Ensembl,ENSG00000079805,Genatlas,DNM2,HGNC,OMIM,2974,602378,P50570,P50570,Reactome,SwissProt,1.0,19p13.2,Disease-causing germline mutation(s) in,Assessed,CMT2M,CMTDI1,CMTDIB
19198,231531,Hermansky-Pudlak syndrome type 7,Clinical subtype,Subtype of disorder,1,dystrobrevin binding protein 1,DTNBP1,7.0,gene with protein product,6.0,Ensembl,ENSG00000047579,Genatlas,DTNBP1,HGNC,OMIM,17328,607145,Q96EV8,Q96EV8,Reactome,SwissProt,1.0,6p22.3,Disease-causing germline mutation(s) in,Assessed,BLOC1S8,DBND,Dysbindin
19199,231537,Hermansky-Pudlak syndrome type 8,Clinical subtype,Subtype of disorder,1,biogenesis of lysosomal organelles complex 1 subunit 3,BLOC1S3,5.0,gene with protein product,6.0,Ensembl,ENSG00000189114,Genatlas,BLOC1S3,HGNC,OMIM,20914,609762,Q6QNY0,Q6QNY0,Reactome,SwissProt,1.0,19q13.32,Disease-causing germline mutation(s) in,Assessed,BLOC-1 subunit 3,BLOS3,Biogenesis of Lysosome-related Organelles complex-1 Subunit 3
19184,231401,Alpha-thalassemia-myelodysplastic syndrome,Disease,Disorder,1,ATRX chromatin remodeler,ATRX,3.0,gene with protein product,6.0,Ensembl,ENSG00000085224,Genatlas,ATRX,HGNC,OMIM,886,300032,P46100,P46100,SwissProt,Reactome,1.0,Xq21.1,Disease-causing somatic mutation(s) in,Assessed,RAD54 homolog (S. cerevisiae),XH2,XNP
19182,231393,Beta-thalassemia-X-linked thrombocytopenia syndrome,Disease,Disorder,1,GATA binding protein 1,GATA1,5.0,gene with protein product,6.0,Ensembl,ENSG00000102145,Genatlas,GATA1,HGNC,OMIM,4170,305371,P15976,P15976,Reactome,SwissProt,1.0,Xp11.23,Disease-causing germline mutation(s) in,Assessed,ERYF1,GATA-1,NF-E1
3625,2197,Idiopathic hypercalciuria,Disease,Disorder,1,adenylate cyclase 10,ADCY10,7.0,gene with protein product,6.0,Ensembl,ENSG00000143199,Genatlas,ADCY10,HGNC,OMIM,21285,605205,Q96PN6,Q96PN6,Reactome,SwissProt,1.0,1q24.2,Disease-causing germline mutation(s) in,Assessed,HCA2,"Hypercalciuria, absorptive, 2",RP1-313L4.2
3619,2841,Familial benign chronic pemphigus,Disease,Disorder,1,ATPase secretory pathway Ca2+ transporting 1,ATP2C1,6.0,gene with protein product,6.0,Genatlas,ATP2C1,HGNC,13211,OMIM,Reactome,604384,P98194,P98194,ENSG00000017260,SwissProt,Ensembl,1.0,3q22.1,Disease-causing germline mutation(s) in,Assessed,ATP2C1A,KIAA1347,PMR1
3616,347,Frasier syndrome,Disease,Disorder,1,WT1 transcription factor,WT1,4.0,gene with protein product,6.0,Ensembl,ENSG00000184937,Genatlas,WT1,HGNC,OMIM,12796,607102,P19544,P19544,SwissProt,Reactome,1.0,11p13,Disease-causing germline mutation(s) in,Assessed,AWT1,NPHS4,WAGR
19165,231154,Combined immunodeficiency due to partial RAG1 deficiency,Disease,Disorder,1,recombination activating 1,RAG1,5.0,gene with protein product,6.0,Ensembl,ENSG00000166349,Genatlas,RAG1,HGNC,OMIM,9831,179615,P15918,P15918,Reactome,SwissProt,1.0,11p12,Disease-causing germline mutation(s) in,Assessed,MGC43321,RING finger protein 74,RNF74
19144,230851,Cardiac-valvular Ehlers-Danlos syndrome,Disease,Disorder,1,collagen type I alpha 2 chain,COL1A2,5.0,gene with protein product,6.0,OMIM,120160,Reactome,P08123,SwissProt,Ensembl,P08123,ENSG00000164692,COL1A2,2198,Genatlas,HGNC,1.0,7q21.3,Disease-causing germline mutation(s) in,Assessed,alpha 2(I)-collagen,alpha-2 collagen type I,"collagen I, alpha-2 polypeptide"
3590,82,Hereditary thrombophilia due to congenital antithrombin deficiency,Disease,Disorder,1,serpin family C member 1,SERPINC1,6.0,gene with protein product,7.0,Ensembl,ENSG00000117601,Genatlas,SERPINC1,HGNC,IUPHAR,775,2632,107300,P01008,OMIM,Reactome,1.0,1q25.1,Disease-causing germline mutation(s) in,Assessed,ATIII,MGC22579,antithrombin (aa 375-432)
19142,230839,Classical-like Ehlers-Danlos syndrome type 1,Disease,Disorder,1,tenascin XB,TNXB,3.0,gene with protein product,6.0,Ensembl,ENSG00000168477,Genatlas,TNXB,HGNC,OMIM,11976,600985,P22105,P22105,Reactome,SwissProt,1.0,6p21.33-p21.32,Disease-causing germline mutation(s) in,Assessed,TNXBS,XB,XBS
19263,238446,15q11q13 microduplication syndrome,Malformation syndrome,Disorder,1,ubiquitin protein ligase E3A,UBE3A,5.0,gene with protein product,6.0,Ensembl,ENSG00000114062,Genatlas,UBE3A,HGNC,OMIM,12496,601623,Q05086,Q05086,Reactome,SwissProt,1.0,15q11.2,Role in the phenotype of,Assessed,ANCR,AS,Angelman syndrome
4045,1901,Dermatosparaxis Ehlers-Danlos syndrome,Disease,Disorder,1,ADAM metallopeptidase with thrombospondin type 1 motif 2,ADAMTS2,7.0,gene with protein product,6.0,Ensembl,ENSG00000087116,Genatlas,ADAMTS2,HGNC,OMIM,218,604539,O95450,O95450,Reactome,SwissProt,1.0,5q35.3,Disease-causing germline mutation(s) in,Assessed,ADAM-TS2,ADAMTS-3,NPI
19305,238769,1q44 microdeletion syndrome,Malformation syndrome,Disorder,1,heterogeneous nuclear ribonucleoprotein U,HNRNPU,4.0,gene with protein product,6.0,HGNC,5048,Reactome,Q00839,Genatlas,SwissProt,HNRNPU,Q00839,ENSG00000153187,602869,Ensembl,OMIM,1.0,1q44,Role in the phenotype of,Assessed,FLJ30202,FLJ37978,SAF-A
19282,238613,Beckwith-Wiedemann syndrome due to NSD1 mutation,Etiological subtype,Subtype of disorder,1,nuclear receptor binding SET domain protein 1,NSD1,3.0,gene with protein product,6.0,Ensembl,ENSG00000165671,Genatlas,NSD1,HGNC,OMIM,14234,606681,Q96L73,Q96L73,Reactome,SwissProt,1.0,5q35.3,Disease-causing germline mutation(s) in,Assessed,ARA267,FLJ22263,KMT3B
19331,240071,Classic progressive supranuclear palsy syndrome,Clinical subtype,Subtype of disorder,1,microtubule associated protein tau,MAPT,12.0,gene with protein product,6.0,Ensembl,ENSG00000186868,Genatlas,MAPT,HGNC,OMIM,6893,157140,P10636,P10636,Reactome,SwissProt,1.0,17q21.31,Major susceptibility factor in,Assessed,FLJ31424,FTDP-17,G protein beta1/gamma2 subunit-interacting factor 1
19335,240112,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,Clinical subtype,Subtype of disorder,1,microtubule associated protein tau,MAPT,12.0,gene with protein product,6.0,Ensembl,ENSG00000186868,Genatlas,MAPT,HGNC,OMIM,6893,157140,P10636,P10636,Reactome,SwissProt,1.0,17q21.31,Major susceptibility factor in,Assessed,FLJ31424,FTDP-17,G protein beta1/gamma2 subunit-interacting factor 1
19334,240103,Progressive supranuclear palsy-corticobasal syndrome,Clinical subtype,Subtype of disorder,1,microtubule associated protein tau,MAPT,12.0,gene with protein product,6.0,Ensembl,ENSG00000186868,Genatlas,MAPT,HGNC,OMIM,6893,157140,P10636,P10636,Reactome,SwissProt,1.0,17q21.31,Major susceptibility factor in,Assessed,FLJ31424,FTDP-17,G protein beta1/gamma2 subunit-interacting factor 1
19333,240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,Clinical subtype,Subtype of disorder,1,microtubule associated protein tau,MAPT,12.0,gene with protein product,6.0,Ensembl,ENSG00000186868,Genatlas,MAPT,HGNC,OMIM,6893,157140,P10636,P10636,Reactome,SwissProt,1.0,17q21.31,Major susceptibility factor in,Assessed,FLJ31424,FTDP-17,G protein beta1/gamma2 subunit-interacting factor 1
